,Age,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
3152,34,1,3,0,2,1,0,1,17,jun,2,4,0,1,485.0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0
3154,53,1,3,0,0,0,0,1,11,aug,2,0,0,0,73.0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3155,33,1,1,0,0,1,0,1,4,jun,3,0,0,0,87.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3156,33,1,1,0,0,1,0,1,14,may,2,0,0,0,112.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3157,35,2,3,0,0,0,0,1,6,aug,2,0,0,1,720.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3158,29,0,1,0,0,0,1,1,3,jul,3,0,0,1,587.0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
3159,29,0,1,0,0,1,0,1,3,mar,1,0,0,1,156.0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3160,42,1,3,0,0,0,0,1,19,oct,1,1,1,1,230.0,2,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3161,61,1,1,0,1,0,0,0,10,aug,1,2,1,1,520.0,4,1,8,0,0,0,0,0,0,1,0,0,0,0,0
3162,31,1,1,1,0,0,0,1,21,nov,3,0,0,0,240.0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0
3164,39,1,1,0,1,0,0,1,7,jul,1,0,0,0,84.0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3165,34,1,3,0,0,0,0,1,20,aug,3,0,0,1,78.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3166,49,1,1,0,1,0,0,1,19,oct,1,1,1,1,192.0,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3167,35,0,3,0,0,1,0,1,18,jul,2,0,0,1,799.0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0
3169,43,1,1,0,0,0,0,1,20,aug,2,0,0,0,196.0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3170,49,1,1,0,0,0,0,1,9,jun,3,0,0,0,135.0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3171,37,1,1,0,2,1,0,1,26,may,5,0,0,0,178.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3172,44,1,2,0,0,1,0,1,21,may,5,0,0,0,362.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3174,32,1,1,0,0,1,0,1,8,may,2,0,0,0,108.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3175,39,1,2,0,2,0,1,1,17,jul,1,0,0,0,262.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3177,33,0,3,0,0,1,0,1,2,feb,1,2,0,0,105.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3178,41,1,1,0,0,1,0,1,29,may,1,0,0,0,276.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3179,46,1,1,0,0,1,0,1,21,nov,2,0,0,1,1540.0,2,1,11,0,0,0,0,0,0,0,0,0,0,1,0
3180,28,0,1,0,0,1,1,1,9,may,3,0,0,0,125.0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3181,26,0,1,0,0,0,0,1,15,oct,2,0,0,1,457.0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
3182,48,1,2,0,0,1,0,1,1,jun,1,0,0,0,262.0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3183,37,1,2,0,1,0,0,1,4,aug,1,0,0,0,315.0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3184,38,0,1,0,1,1,0,1,19,nov,1,0,0,0,67.0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3185,30,0,1,0,0,1,0,1,15,may,2,1,0,0,199.0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3186,48,1,3,0,0,0,0,0,10,nov,1,0,0,1,248.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3187,59,1,3,0,0,1,0,1,7,jul,3,0,0,1,1272.0,3,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3188,59,1,2,0,0,0,0,1,30,apr,1,0,0,1,400.0,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0
3189,59,1,1,0,1,0,0,1,30,apr,1,1,2,1,815.0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0
3190,44,1,2,0,2,1,0,1,15,may,2,0,0,0,179.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3191,34,1,3,0,0,1,0,1,12,nov,1,3,0,1,114.0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3193,38,1,1,0,0,0,0,1,29,aug,5,0,0,0,125.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3194,27,0,3,0,0,0,0,1,26,jul,1,0,0,0,9.0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3195,19,0,1,0,0,0,0,1,30,apr,1,2,1,1,169.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3197,32,1,1,0,1,1,0,1,16,jul,2,0,0,1,709.0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3198,49,1,2,0,0,0,1,1,18,jun,1,0,0,0,37.0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3199,39,1,1,0,3,0,0,1,20,nov,3,0,0,0,149.0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0
3200,80,2,2,0,3,0,0,0,26,apr,8,0,0,0,92.0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3201,42,1,1,0,1,0,0,1,30,mar,2,2,0,0,361.0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0
3202,57,1,1,0,0,0,0,1,28,jan,2,5,0,0,221.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3203,54,2,2,0,2,0,0,0,13,may,1,2,1,1,414.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3205,62,1,2,0,0,0,0,1,10,sep,1,0,0,0,276.0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3206,28,0,1,0,0,0,0,1,28,may,1,0,0,0,181.0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3208,59,1,2,0,1,1,0,1,14,aug,2,0,0,0,87.0,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3210,37,1,1,0,0,1,0,1,19,may,1,0,0,0,206.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3211,35,0,3,0,2,1,0,1,19,aug,1,0,0,0,68.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3212,26,2,1,0,0,1,0,1,27,may,1,0,0,0,133.0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3213,29,0,3,0,0,1,0,1,15,may,3,0,0,0,157.0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3214,56,1,3,0,0,0,0,1,23,jul,3,0,0,0,122.0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3216,52,1,1,0,1,0,0,1,22,aug,18,0,0,0,22.0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3217,35,1,2,0,0,1,0,1,6,may,2,0,0,0,97.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3218,35,1,3,0,2,0,0,1,22,aug,30,0,0,0,24.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3219,27,0,3,0,0,0,0,1,18,oct,3,0,0,1,767.0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0
3220,41,0,3,0,1,0,0,1,11,jun,10,0,0,0,152.0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3221,45,1,3,0,0,0,0,1,6,jun,2,0,0,0,639.0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0
3223,25,0,1,0,1,0,0,1,12,jan,2,0,0,1,265.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3224,36,0,3,0,0,0,1,1,31,aug,1,1,0,1,185.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3225,34,0,1,0,0,1,0,1,2,sep,3,5,2,1,121.0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0
3226,49,1,1,0,0,0,0,1,8,aug,3,0,0,0,140.0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3227,54,2,3,0,1,0,0,1,27,may,2,0,0,1,367.0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0
3228,43,0,1,0,0,1,0,1,21,aug,1,4,1,1,126.0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3230,37,0,3,0,0,0,0,1,19,oct,1,0,0,0,120.0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3231,32,2,1,0,0,0,0,1,2,feb,1,0,0,0,221.0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3232,33,1,1,0,0,1,0,1,14,may,2,1,0,0,72.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3233,38,1,2,0,0,1,0,0,12,may,5,0,0,0,114.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3234,35,1,1,0,0,1,0,1,9,apr,1,0,0,1,214.0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
3235,32,0,3,0,1,1,0,1,24,apr,1,1,0,1,227.0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3236,26,0,1,0,0,0,0,1,23,jul,7,0,0,0,91.0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3237,45,1,1,0,0,0,0,1,28,jan,2,0,0,0,210.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3238,46,1,2,0,0,1,0,1,11,may,1,5,1,0,422.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3239,59,2,1,0,3,1,0,1,30,apr,1,0,0,1,720.0,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0
3241,48,2,1,0,0,1,0,1,12,may,2,0,0,0,87.0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3242,27,1,2,0,0,0,1,1,22,jul,1,0,0,0,41.0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3243,47,2,1,0,0,1,0,1,9,may,1,0,0,0,205.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3244,51,1,3,0,0,1,0,0,23,jul,1,0,0,0,185.0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3245,37,1,1,0,0,0,0,1,14,aug,2,0,0,1,150.0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0
3246,29,0,1,0,0,0,0,1,14,jul,3,0,0,0,46.0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
3247,57,1,1,0,3,0,0,1,3,jun,1,0,0,1,200.0,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0
3248,50,2,1,0,0,0,0,1,3,feb,3,0,0,0,184.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3249,34,1,3,0,0,1,1,1,6,may,1,0,0,0,161.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3250,25,0,3,0,0,0,0,1,31,aug,2,0,0,1,271.0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3252,34,0,3,0,0,0,0,1,27,aug,3,0,0,0,472.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3254,33,1,1,0,0,0,0,0,10,jul,3,0,0,0,524.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3255,47,1,1,0,0,1,0,1,18,may,4,0,0,0,250.0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3256,48,1,1,0,0,1,0,1,12,nov,1,2,1,1,169.0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0
3259,39,2,2,0,0,0,0,1,29,aug,2,0,0,0,204.0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3260,52,2,1,0,0,1,0,1,24,jul,2,0,0,0,241.0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3261,32,1,1,0,0,0,1,1,7,aug,2,0,0,0,231.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3262,27,0,3,0,0,1,0,1,13,feb,2,0,0,0,55.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3264,32,0,1,0,1,0,0,1,19,nov,1,0,0,1,853.0,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0
3265,53,1,1,0,1,1,0,1,21,nov,5,1,0,1,796.0,3,1,11,0,0,1,0,0,0,0,0,0,0,0,0
3266,36,0,1,0,0,0,0,1,25,aug,3,0,0,0,88.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3267,80,1,2,0,0,0,0,1,13,jan,3,0,0,1,330.0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3268,48,1,2,0,0,1,1,1,3,jul,1,0,0,0,414.0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3269,43,1,3,0,1,0,0,1,8,aug,3,0,0,0,358.0,2,1,8,0,0,0,0,0,0,0,1,0,0,0,0
3270,31,0,3,0,0,0,0,1,9,mar,1,2,1,1,469.0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0
3271,30,0,1,0,0,1,0,1,15,may,3,3,2,0,173.0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3272,40,2,1,0,1,0,0,1,12,aug,6,0,0,1,473.0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1
3273,29,0,1,0,0,0,0,1,15,dec,3,19,2,1,279.0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
3274,34,0,1,0,1,0,0,1,10,aug,3,2,1,1,356.0,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0
3275,49,2,2,0,0,0,0,1,29,jan,1,0,0,0,626.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3276,32,0,3,0,0,0,0,1,3,feb,2,0,0,1,443.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3277,46,1,1,0,0,0,0,1,11,jun,2,0,0,0,886.0,2,1,6,0,0,0,0,0,0,0,0,1,0,0,0
3278,26,0,1,0,0,0,0,1,15,jan,2,13,2,0,99.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3280,35,0,1,0,2,1,0,1,31,jul,2,0,0,0,372.0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3282,31,1,2,0,0,1,1,1,2,jun,1,0,0,0,232.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3283,42,1,3,0,2,0,0,1,12,jun,2,0,0,1,186.0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0
3284,53,0,2,0,0,1,0,1,19,may,9,0,0,0,179.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3285,44,0,3,0,0,1,0,1,13,apr,3,1,2,1,1232.0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0
3286,56,1,1,0,0,0,0,1,13,may,3,0,0,0,42.0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3287,41,2,3,0,0,0,0,0,9,feb,3,0,0,0,147.0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3288,28,0,3,0,0,1,1,1,28,may,2,0,0,0,62.0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3289,31,0,3,0,0,0,0,1,2,jun,2,0,0,1,261.0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3290,54,1,2,0,0,0,0,1,19,jun,2,0,0,0,200.0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3291,31,1,3,0,2,0,0,1,12,oct,4,14,1,1,203.0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3292,45,1,1,0,0,0,0,1,16,jul,2,0,0,0,212.0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3293,46,1,3,0,0,1,0,1,17,nov,3,0,0,0,308.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3294,31,1,1,0,0,0,0,1,6,may,1,0,0,0,297.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3295,55,1,1,0,1,1,0,1,7,may,1,0,0,0,312.0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3296,30,1,1,0,0,1,0,1,22,jul,2,0,0,0,93.0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3298,49,1,2,0,0,1,0,1,29,may,2,0,0,0,155.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3299,30,1,1,0,0,0,1,1,10,jul,5,0,0,1,829.0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
3300,53,1,1,0,0,0,0,1,5,may,3,0,0,0,410.0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1
3301,34,1,3,0,0,1,0,1,30,apr,1,2,2,0,69.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3302,57,1,2,0,0,0,0,1,25,aug,4,0,0,0,83.0,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3303,34,2,1,0,0,1,0,1,5,aug,2,10,0,1,245.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3307,51,1,1,0,1,0,0,1,7,may,1,1,2,1,476.0,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0
3308,39,1,1,0,0,0,0,1,11,may,2,0,0,0,102.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
3310,44,1,3,0,2,1,1,1,28,jan,2,3,0,0,290.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3312,46,1,1,0,0,1,0,1,6,aug,3,0,0,0,209.0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3313,39,0,1,0,0,0,0,1,17,jun,1,19,2,1,383.0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0
3314,37,1,1,0,0,1,0,1,16,jul,5,0,0,0,108.0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3315,26,0,1,0,0,0,1,1,10,jul,1,0,0,0,604.0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3317,40,1,1,0,0,0,0,1,29,jan,1,0,0,0,366.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3318,75,1,1,0,0,0,0,0,24,jun,1,0,0,0,316.0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
3319,52,1,2,1,0,1,1,1,20,nov,1,1,0,0,45.0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3320,49,1,2,0,0,0,1,1,9,jul,6,0,0,1,1439.0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3321,45,2,1,0,0,1,0,1,8,may,5,0,0,0,298.0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3322,34,0,3,0,0,0,0,1,5,aug,1,0,0,0,297.0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3323,57,2,3,0,0,0,0,0,4,jun,2,0,0,1,166.0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0
3324,57,1,3,0,0,1,1,1,8,may,1,1,1,1,662.0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3325,27,1,1,0,0,1,0,1,26,may,2,0,0,0,340.0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3326,63,1,1,0,1,0,0,1,11,sep,1,1,0,0,113.0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3327,46,0,1,0,0,1,0,1,5,jun,2,0,0,1,508.0,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3329,32,2,1,0,1,0,1,1,17,jul,1,0,0,0,686.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3331,33,0,3,0,0,1,1,1,23,may,1,0,0,0,149.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3332,25,0,1,0,0,1,0,1,12,may,3,0,0,0,396.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3333,34,0,1,0,0,1,0,1,20,apr,3,1,0,0,90.0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3334,32,1,3,0,1,1,1,1,7,may,1,0,0,1,923.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3335,43,1,1,0,0,1,0,1,7,may,1,0,0,0,243.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3336,31,0,1,0,0,1,0,1,28,may,1,0,0,0,222.0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3337,23,1,1,0,0,1,0,1,19,jun,1,0,0,0,104.0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
3338,45,1,3,0,0,0,0,1,30,apr,1,0,0,1,587.0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3339,51,1,1,0,2,0,0,1,20,jun,12,0,0,0,7.0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3340,37,0,1,0,0,0,0,1,27,aug,10,0,0,0,167.0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3341,34,0,1,0,0,1,0,1,21,nov,2,1,0,0,177.0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3342,37,0,3,0,0,0,0,1,17,jun,2,0,0,0,200.0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3344,38,1,1,0,1,1,0,1,21,nov,2,0,0,0,711.0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0
3345,51,1,1,0,0,1,0,1,5,may,2,0,0,0,267.0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3346,67,1,1,0,0,0,0,1,11,oct,1,2,1,1,405.0,4,1,10,0,0,0,0,0,0,1,0,0,0,0,0
3347,27,0,1,0,0,0,0,1,8,jan,1,0,0,1,187.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3348,45,2,1,0,0,1,0,1,19,nov,1,1,1,1,418.0,2,1,11,0,0,0,0,0,1,0,0,0,0,0,0
3349,38,0,1,0,0,0,0,1,13,may,1,0,0,0,316.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3350,28,0,1,0,0,1,0,1,31,jul,2,0,0,0,68.0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3351,26,0,1,0,0,0,1,1,25,jul,1,0,0,1,784.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
3352,37,2,3,0,0,0,0,1,18,nov,2,0,0,1,1164.0,1,1,11,0,0,0,1,0,0,0,0,0,0,0,0
3354,40,2,1,0,0,1,0,1,6,may,2,0,0,0,189.0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3355,40,1,3,0,0,0,0,1,3,jul,4,3,0,0,318.0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0
3356,41,1,1,0,0,1,0,1,18,nov,2,0,0,0,129.0,2,0,11,0,0,0,0,0,0,0,0,0,0,1,0
3357,35,2,3,0,0,1,0,1,23,may,2,0,0,1,736.0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
3358,29,0,1,0,0,1,1,1,30,apr,1,1,2,1,259.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3359,42,1,3,0,0,1,1,1,7,may,1,0,0,0,650.0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0
3360,57,1,3,0,0,1,0,1,18,nov,1,0,0,0,79.0,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0
3361,22,0,2,0,0,1,0,1,28,may,3,0,0,0,106.0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3362,28,1,1,0,0,1,0,1,17,sep,1,12,0,0,47.0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
3363,59,1,1,0,0,0,0,1,27,aug,2,1,2,0,154.0,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0
3364,41,0,1,0,0,1,0,0,24,jul,2,0,0,0,153.0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3365,37,1,1,0,0,1,0,1,2,jun,2,0,0,0,469.0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0
3366,51,0,1,0,1,1,0,1,16,jun,3,0,0,1,1248.0,3,1,6,0,0,0,0,0,1,0,0,0,0,0,0
3367,25,0,3,0,0,1,1,1,8,jul,1,0,0,0,425.0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3368,46,1,1,0,0,1,0,1,6,may,1,5,1,1,246.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3369,34,0,3,0,1,0,0,1,27,aug,22,0,0,0,108.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3370,61,1,3,0,0,0,0,1,10,mar,1,0,0,1,106.0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0
3371,62,1,1,0,0,0,0,1,1,sep,2,0,0,0,28.0,4,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3372,38,0,1,0,0,0,0,1,16,jun,4,0,0,0,359.0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3374,35,1,1,0,0,0,0,1,18,may,1,1,0,0,132.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3375,26,0,1,0,0,0,0,1,12,aug,3,1,1,1,312.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
3377,42,0,2,0,0,1,0,1,14,may,4,1,0,0,116.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3378,44,0,2,0,0,1,0,1,5,may,4,0,0,0,157.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3379,31,1,1,0,0,1,0,1,20,nov,2,0,0,0,93.0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0
3380,58,1,2,0,1,0,0,1,9,jun,1,0,0,0,226.0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3381,34,1,1,1,0,1,0,1,17,apr,1,1,0,1,712.0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3382,36,2,2,0,0,1,0,1,11,may,1,0,0,0,285.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3383,31,1,2,0,0,1,0,1,8,may,2,0,0,0,300.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3384,37,0,3,0,0,0,0,1,8,sep,2,0,0,1,1081.0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0
3385,26,1,1,0,0,1,1,1,6,jun,2,0,0,1,1276.0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3386,60,1,1,0,1,1,0,1,15,may,4,0,0,0,196.0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3388,61,1,3,0,0,0,0,0,29,jul,1,1,1,1,270.0,4,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3389,38,1,3,0,0,0,0,1,4,aug,1,3,0,1,139.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3391,53,1,3,0,1,1,0,1,8,may,2,0,0,0,66.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3392,52,1,1,0,1,0,0,1,6,jun,2,0,0,0,384.0,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0
3393,51,0,3,0,0,0,0,1,22,feb,5,1,0,0,143.0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3394,35,0,1,0,0,1,0,1,20,apr,1,0,0,0,198.0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3395,32,0,3,0,1,0,0,1,22,apr,1,0,0,1,545.0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3396,41,0,1,0,0,1,0,0,19,nov,1,0,0,0,111.0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3397,41,1,1,0,0,0,1,1,8,jul,1,0,0,0,489.0,2,1,7,0,1,0,0,0,0,0,0,0,0,0,0
