,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
3106,0,3.0,0,0,1,0,1,1,0,0,0,233.0,0.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3107,1,3.0,0,0,0,0,1,2,2,0,0,109.0,2.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3108,2,1.0,0,0,1,0,1,2,0,0,0,405.0,0.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
3109,1,1.0,0,0,0,0,1,1,0,0,0,41.0,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
3110,1,1.0,0,0,1,0,1,3,2,0,0,63.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3112,2,2.0,0,0,1,0,1,2,0,0,1,2456.0,2.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
3113,2,3.0,0,0,1,0,1,10,0,0,0,142.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3114,1,2.0,0,2,1,0,1,2,0,0,1,526.0,2.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
3116,0,1.0,0,0,0,0,1,1,0,0,1,284.0,0.0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
3117,0,3.0,0,0,1,0,1,1,0,0,0,160.0,0.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3118,0,3.0,0,3,1,0,1,4,5,2,1,406.0,1.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
3120,1,1.0,0,0,0,0,1,3,0,0,0,17.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3121,1,1.0,0,0,1,0,1,2,0,0,0,656.0,2.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3122,1,1.0,0,1,0,0,0,3,9,1,1,279.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3123,1,1.0,0,0,1,0,1,2,0,0,0,114.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3124,1,3.0,0,0,0,0,1,2,0,0,0,255.0,3.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3125,1,2.0,0,0,1,1,1,2,2,0,0,352.0,3.0,1,8,0,0,0,0,1,0,0,0,0,0,0,0
3126,0,3.0,0,0,1,0,1,4,0,0,0,387.0,1.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
3128,1,1.0,0,0,1,0,1,2,1,0,0,75.0,2.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
3131,2,1.0,0,1,0,1,1,1,0,0,1,211.0,2.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3132,1,3.0,0,1,0,0,1,4,7,1,1,181.0,4.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3133,1,3.0,0,2,1,0,0,1,0,0,0,43.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3134,1,1.0,0,0,0,0,1,4,0,0,1,121.0,1.0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
3135,0,1.0,0,0,0,0,1,3,0,0,1,423.0,0.0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
3136,1,3.0,0,0,0,0,1,3,2,0,1,385.0,1.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
3137,1,3.0,0,2,1,0,1,2,0,0,1,688.0,1.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3138,0,1.0,0,0,1,0,1,1,0,0,0,52.0,0.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3139,0,2.0,0,0,1,0,1,2,0,0,0,163.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3140,0,3.0,0,0,0,0,1,4,0,0,1,464.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
3142,1,3.0,0,1,1,1,1,1,0,0,1,1244.0,2.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3143,1,3.0,0,1,0,0,1,1,4,1,1,216.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3144,1,1.0,0,0,1,0,1,2,0,0,0,265.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3145,1,3.0,0,0,0,0,1,1,0,0,0,49.0,3.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3146,1,3.0,0,0,0,0,1,2,0,0,0,430.0,3.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3147,0,1.0,0,1,1,0,1,4,6,1,1,295.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3149,1,1.0,0,0,1,1,1,2,0,0,1,1311.0,0.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
3150,0,3.0,0,0,1,0,1,3,2,0,1,223.0,0.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3151,1,1.0,0,0,0,0,1,1,5,2,0,94.0,1.0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
3152,1,3.0,0,2,1,0,1,2,4,0,1,485.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
3154,1,3.0,0,0,0,0,1,2,0,0,0,73.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3155,1,1.0,0,0,1,0,1,3,0,0,0,87.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3156,1,1.0,0,0,1,0,1,2,0,0,0,112.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3157,2,3.0,0,0,0,0,1,2,0,0,1,720.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3158,0,1.0,0,0,0,1,1,3,0,0,1,587.0,0.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
3159,0,1.0,0,0,1,0,1,1,0,0,1,156.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
3160,1,3.0,0,0,0,0,1,1,1,1,1,230.0,2.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3161,1,1.0,0,1,0,0,0,1,2,1,1,520.0,4.0,1,8,0,0,0,0,0,0,1,0,0,0,0,0
3162,1,1.0,1,0,0,0,1,3,0,0,0,240.0,1.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
3164,1,1.0,0,1,0,0,1,1,0,0,0,84.0,1.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3165,1,3.0,0,0,0,0,1,3,0,0,1,78.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3166,1,1.0,0,1,0,0,1,1,1,1,1,192.0,2.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3167,0,3.0,0,0,1,0,1,2,0,0,1,799.0,1.0,1,7,0,0,0,1,0,0,0,0,0,0,0,0
3169,1,1.0,0,0,0,0,1,2,0,0,0,196.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3170,1,1.0,0,0,0,0,1,3,0,0,0,135.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3171,1,1.0,0,2,1,0,1,5,0,0,0,178.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3172,1,2.0,0,0,1,0,1,5,0,0,0,362.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3174,1,1.0,0,0,1,0,1,2,0,0,0,108.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3175,1,2.0,0,2,0,1,1,1,0,0,0,262.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3177,0,3.0,0,0,1,0,1,1,2,0,0,105.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
3178,1,1.0,0,0,1,0,1,1,0,0,0,276.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3179,1,1.0,0,0,1,0,1,2,0,0,1,1540.0,2.0,1,11,0,0,0,0,0,0,0,0,0,0,1,0
3180,0,1.0,0,0,1,1,1,3,0,0,0,125.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3181,0,1.0,0,0,0,0,1,2,0,0,1,457.0,0.0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
3182,1,2.0,0,0,1,0,1,1,0,0,0,262.0,2.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3183,1,2.0,0,1,0,0,1,1,0,0,0,315.0,1.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3184,0,1.0,0,1,1,0,1,1,0,0,0,67.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3185,0,1.0,0,0,1,0,1,2,1,0,0,199.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3186,1,3.0,0,0,0,0,0,1,0,0,1,248.0,2.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3187,1,3.0,0,0,1,0,1,3,0,0,1,1272.0,3.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3188,1,2.0,0,0,0,0,1,1,0,0,1,400.0,3.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
3189,1,1.0,0,1,0,0,1,1,1,2,1,815.0,3.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
3190,1,2.0,0,2,1,0,1,2,0,0,0,179.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3191,1,3.0,0,0,1,0,1,1,3,0,1,114.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3193,1,1.0,0,0,0,0,1,5,0,0,0,125.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3194,0,3.0,0,0,0,0,1,1,0,0,0,9.0,0.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
3195,0,1.0,0,0,0,0,1,1,2,1,1,169.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
3197,1,1.0,0,1,1,0,1,2,0,0,1,709.0,1.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3198,1,2.0,0,0,0,1,1,1,0,0,0,37.0,2.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
3199,1,1.0,0,3,0,0,1,3,0,0,0,149.0,1.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
3200,2,2.0,0,3,0,0,0,8,0,0,0,92.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3201,1,1.0,0,1,0,0,1,2,2,0,0,361.0,2.0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
3202,1,1.0,0,0,0,0,1,2,5,0,0,221.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3203,2,2.0,0,2,0,0,0,1,2,1,1,414.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3205,1,2.0,0,0,0,0,1,1,0,0,0,276.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3206,0,1.0,0,0,0,0,1,1,0,0,0,181.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3208,1,2.0,0,1,1,0,1,2,0,0,0,87.0,3.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3210,1,1.0,0,0,1,0,1,1,0,0,0,206.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3211,0,3.0,0,2,1,0,1,1,0,0,0,68.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3212,2,1.0,0,0,1,0,1,1,0,0,0,133.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3213,0,3.0,0,0,1,0,1,3,0,0,0,157.0,0.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3214,1,3.0,0,0,0,0,1,3,0,0,0,122.0,3.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3216,1,1.0,0,1,0,0,1,18,0,0,0,22.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3217,1,2.0,0,0,1,0,1,2,0,0,0,97.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3218,1,3.0,0,2,0,0,1,30,0,0,0,24.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
3219,0,3.0,0,0,0,0,1,3,0,0,1,767.0,0.0,1,10,0,0,0,0,0,1,0,0,0,0,0,0
3220,0,3.0,0,1,0,0,1,10,0,0,0,152.0,2.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3221,1,3.0,0,0,0,0,1,2,0,0,0,639.0,2.0,1,6,0,0,0,0,0,0,0,1,0,0,0,0
3223,0,1.0,0,1,0,0,1,2,0,0,1,265.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3224,0,3.0,0,0,0,1,1,1,1,0,1,185.0,1.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3225,0,1.0,0,0,1,0,1,3,5,2,1,121.0,1.0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
3226,1,1.0,0,0,0,0,1,3,0,0,0,140.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3227,2,3.0,0,1,0,0,1,2,0,0,1,367.0,3.0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
3228,0,1.0,0,0,1,0,1,1,4,1,1,126.0,2.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3230,0,3.0,0,0,0,0,1,1,0,0,0,120.0,1.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3231,2,1.0,0,0,0,0,1,1,0,0,0,221.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3232,1,1.0,0,0,1,0,1,2,1,0,0,72.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3233,1,2.0,0,0,1,0,0,5,0,0,0,114.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3234,1,1.0,0,0,1,0,1,1,0,0,1,214.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
3235,0,3.0,0,1,1,0,1,1,1,0,1,227.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3236,0,1.0,0,0,0,0,1,7,0,0,0,91.0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3237,1,1.0,0,0,0,0,1,2,0,0,0,210.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3238,1,2.0,0,0,1,0,1,1,5,1,0,422.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
3239,2,1.0,0,3,1,0,1,1,0,0,1,720.0,3.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
3241,2,1.0,0,0,1,0,1,2,0,0,0,87.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3242,1,2.0,0,0,0,1,1,1,0,0,0,41.0,0.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
3243,2,1.0,0,0,1,0,1,1,0,0,0,205.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3244,1,3.0,0,0,1,0,0,1,0,0,0,185.0,3.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3245,1,1.0,0,0,0,0,1,2,0,0,1,150.0,1.0,0,8,0,0,0,0,0,0,0,0,1,0,0,0
3246,0,1.0,0,0,0,0,1,3,0,0,0,46.0,0.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
3247,1,1.0,0,3,0,0,1,1,0,0,1,200.0,3.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
3248,2,1.0,0,0,0,0,1,3,0,0,0,184.0,2.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
3249,1,3.0,0,0,1,1,1,1,0,0,0,161.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3250,0,3.0,0,0,0,0,1,2,0,0,1,271.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3252,0,3.0,0,0,0,0,1,3,0,0,0,472.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
3254,1,1.0,0,0,0,0,0,3,0,0,0,524.0,1.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3255,1,1.0,0,0,1,0,1,4,0,0,0,250.0,2.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3256,1,1.0,0,0,1,0,1,1,2,1,1,169.0,2.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
3259,2,2.0,0,0,0,0,1,2,0,0,0,204.0,1.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3260,2,1.0,0,0,1,0,1,2,0,0,0,241.0,3.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3261,1,1.0,0,0,0,1,1,2,0,0,0,231.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3262,0,3.0,0,0,1,0,1,2,0,0,0,55.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3264,0,1.0,0,1,0,0,1,1,0,0,1,853.0,1.0,1,11,0,0,0,0,0,0,0,0,1,0,0,0
3265,1,1.0,0,1,1,0,1,5,1,0,1,796.0,3.0,1,11,0,0,1,0,0,0,0,0,0,0,0,0
3266,0,1.0,0,0,0,0,1,3,0,0,0,88.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3267,1,2.0,0,0,0,0,1,3,0,0,1,330.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3268,1,2.0,0,0,1,1,1,1,0,0,0,414.0,2.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3269,1,3.0,0,1,0,0,1,3,0,0,0,358.0,2.0,1,8,0,0,0,0,0,0,0,1,0,0,0,0
3270,0,3.0,0,0,0,0,1,1,2,1,1,469.0,1.0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
3271,0,1.0,0,0,1,0,1,3,3,2,0,173.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3272,2,1.0,0,1,0,0,1,6,0,0,1,473.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
3273,0,1.0,0,0,0,0,1,3,19,2,1,279.0,0.0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
3274,0,1.0,0,1,0,0,1,3,2,1,1,356.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
3275,2,2.0,0,0,0,0,1,1,0,0,0,626.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3276,0,3.0,0,0,0,0,1,2,0,0,1,443.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3277,1,1.0,0,0,0,0,1,2,0,0,0,886.0,2.0,1,6,0,0,0,0,0,0,0,0,1,0,0,0
3278,0,1.0,0,0,0,0,1,2,13,2,0,99.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3280,0,1.0,0,2,1,0,1,2,0,0,0,372.0,1.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
3282,1,2.0,0,0,1,1,1,1,0,0,0,232.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3283,1,3.0,0,2,0,0,1,2,0,0,1,186.0,2.0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
3284,0,2.0,0,0,1,0,1,9,0,0,0,179.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
3285,0,3.0,0,0,1,0,1,3,1,2,1,1232.0,2.0,1,4,0,0,0,0,0,0,0,1,0,0,0,0
3286,1,1.0,0,0,0,0,1,3,0,0,0,42.0,3.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3287,2,3.0,0,0,0,0,0,3,0,0,0,147.0,2.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
3288,0,3.0,0,0,1,1,1,2,0,0,0,62.0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3289,0,3.0,0,0,0,0,1,2,0,0,1,261.0,1.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3290,1,2.0,0,0,0,0,1,2,0,0,0,200.0,3.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3291,1,3.0,0,2,0,0,1,4,14,1,1,203.0,1.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
3292,1,1.0,0,0,0,0,1,2,0,0,0,212.0,2.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3293,1,3.0,0,0,1,0,1,3,0,0,0,308.0,2.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3294,1,1.0,0,0,0,0,1,1,0,0,0,297.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3295,1,1.0,0,1,1,0,1,1,0,0,0,312.0,3.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3296,1,1.0,0,0,1,0,1,2,0,0,0,93.0,0.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3298,1,2.0,0,0,1,0,1,2,0,0,0,155.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3299,1,1.0,0,0,0,1,1,5,0,0,1,829.0,0.0,1,7,0,0,0,0,0,0,0,0,1,0,0,0
3300,1,1.0,0,0,0,0,1,3,0,0,0,410.0,3.0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
3301,1,3.0,0,0,1,0,1,1,2,2,0,69.0,1.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3302,1,2.0,0,0,0,0,1,4,0,0,0,83.0,3.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
3303,2,1.0,0,0,1,0,1,2,10,0,1,245.0,1.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
3307,1,1.0,0,1,0,0,1,1,1,2,1,476.0,3.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
3308,1,1.0,0,0,0,0,1,2,0,0,0,102.0,1.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
3310,1,3.0,0,2,1,1,1,2,3,0,0,290.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3312,1,1.0,0,0,1,0,1,3,0,0,0,209.0,2.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
3313,0,1.0,0,0,0,0,1,1,19,2,1,383.0,1.0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
3314,1,1.0,0,0,1,0,1,5,0,0,0,108.0,1.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3315,0,1.0,0,0,0,1,1,1,0,0,0,604.0,0.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3317,1,1.0,0,0,0,0,1,1,0,0,0,366.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3318,1,1.0,0,0,0,0,0,1,0,0,0,316.0,4.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
3319,1,2.0,1,0,1,1,1,1,1,0,0,45.0,3.0,0,11,0,0,0,0,0,1,0,0,0,0,0,0
3320,1,2.0,0,0,0,1,1,6,0,0,1,1439.0,2.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
3321,2,1.0,0,0,1,0,1,5,0,0,0,298.0,2.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3322,0,3.0,0,0,0,0,1,1,0,0,0,297.0,1.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3323,2,3.0,0,0,0,0,0,2,0,0,1,166.0,3.0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
3324,1,3.0,0,0,1,1,1,1,1,1,1,662.0,3.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3325,1,1.0,0,0,1,0,1,2,0,0,0,340.0,0.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3326,1,1.0,0,1,0,0,1,1,1,0,0,113.0,4.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0
3327,0,1.0,0,0,1,0,1,2,0,0,1,508.0,2.0,1,6,0,1,0,0,0,0,0,0,0,0,0,0
3329,2,1.0,0,1,0,1,1,1,0,0,0,686.0,1.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
3331,0,3.0,0,0,1,1,1,1,0,0,0,149.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
3332,0,1.0,0,0,1,0,1,3,0,0,0,396.0,0.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
3333,0,1.0,0,0,1,0,1,3,1,0,0,90.0,1.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3334,1,3.0,0,1,1,1,1,1,0,0,1,923.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
3335,1,1.0,0,0,1,0,1,1,0,0,0,243.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3336,0,1.0,0,0,1,0,1,1,0,0,0,222.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3337,1,1.0,0,0,1,0,1,1,0,0,0,104.0,0.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
3338,1,3.0,0,0,0,0,1,1,0,0,1,587.0,2.0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
3339,1,1.0,0,2,0,0,1,12,0,0,0,7.0,3.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0
3340,0,1.0,0,0,0,0,1,10,0,0,0,167.0,1.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
3341,0,1.0,0,0,1,0,1,2,1,0,0,177.0,1.0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3342,0,3.0,0,0,0,0,1,2,0,0,0,200.0,1.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
3344,1,1.0,0,1,1,0,1,2,0,0,0,711.0,1.0,1,11,0,0,0,0,0,0,0,0,0,0,1,0
3345,1,1.0,0,0,1,0,1,2,0,0,0,267.0,3.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3346,1,1.0,0,0,0,0,1,1,2,1,1,405.0,4.0,1,10,0,0,0,0,0,0,1,0,0,0,0,0
3347,0,1.0,0,0,0,0,1,1,0,0,1,187.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3348,2,1.0,0,0,1,0,1,1,1,1,1,418.0,2.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
3349,0,1.0,0,0,0,0,1,1,0,0,0,316.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
3350,0,1.0,0,0,1,0,1,2,0,0,0,68.0,0.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
3351,0,1.0,0,0,0,1,1,1,0,0,1,784.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
3352,2,3.0,0,0,0,0,1,2,0,0,1,1164.0,1.0,1,11,0,0,0,1,0,0,0,0,0,0,0,0
3354,2,1.0,0,0,1,0,1,2,0,0,0,189.0,1.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3355,1,3.0,0,0,0,0,1,4,3,0,0,318.0,1.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
3356,1,1.0,0,0,1,0,1,2,0,0,0,129.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
3357,2,3.0,0,0,1,0,1,2,0,0,1,736.0,1.0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
3358,0,1.0,0,0,1,1,1,1,1,2,1,259.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
3359,1,3.0,0,0,1,1,1,1,0,0,0,650.0,2.0,1,5,0,0,0,1,0,0,0,0,0,0,0,0
3360,1,3.0,0,0,1,0,1,1,0,0,0,79.0,3.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
3361,0,2.0,0,0,1,0,1,3,0,0,0,106.0,0.0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
3362,1,1.0,0,0,1,0,1,1,12,0,0,47.0,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
3363,1,1.0,0,0,0,0,1,2,1,2,0,154.0,3.0,0,8,0,0,0,0,0,0,1,0,0,0,0,0
3364,0,1.0,0,0,1,0,0,2,0,0,0,153.0,2.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
